Job Title,Salary,Company Name,Rating,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Lower Salary,Upper Salary,Avg Salary(K),Job Location
Machine Learning Engineer,$62K-$112K,"Mteq
4.0",4,"Lorton, VA",501 - 1000 ,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",62,112,87,VA
Senior Data Scientist Oncology,$107K-$173K,"AstraZeneca
3.9",3.9,"Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",107,173,140,MD
Data Scientist,$64K-$108K,"Brillient
3.7",3.7,"Reston, VA",201 - 500 ,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,64,108,86,MD
Senior Data Scientist,$89K-$144K,"Entefy
4.4",4.4,"Palo Alto, CA",Jan-50,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,89,144,116.5,CA
Senior Scientist (Neuroscience),$109K-$200K,"Sunovion
3.5",3.5,"Marlborough, MA",1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",109,200,154.5,MA
Machine Learning Engineer - Regulatory,$61K-$113K,"Cboe Global Markets
3.7",3.7,"Chicago, IL",501 - 1000 ,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1,61,113,87,KS
Marketing Data Analyst,$35K-$62K,"San Manuel Casino
3.6",3.6,"Highland, CA",1001 - 5000 ,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,35,62,48.5,CA
Data Engineer,$55K-$105K,"Trace3
3.4",3.4,"Irvine, CA",501 - 1000 ,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv",55,105,80,TX
Medical Laboratory Scientist,$18-$25,"Texas Health Huguley Hospital
4.0",4,"Arlington, TX",1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,37,52,44.5,TX
R&D Specialist/ Food Scientist,$39K-$66K,"Teasdale Latin Foods
2.4",2.4,"Flower Mound, TX",501 - 1000 ,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,39,66,52.5,IL
Principal Data Scientist,$135K-$211K,"Northrop Grumman
3.7",3.7,"Falls Church, VA",10000+ ,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,135,211,173,CA
Data Engineer,$57K-$80K,"Saama Technologies Inc
3.5",3.5,"Campbell, CA",501 - 1000 ,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",57,80,68.5,AZ
Data Scientist - Alpha Insights,$129K-$215K,"Two Sigma
4.4",4.4,"New York, NY",1001 - 5000 ,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,129,215,172,NY
"Data Scientist, Office of Data Science",$86K-$143K,"Liberty Mutual Insurance
3.3",3.3,"Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",86,143,114.5,MA
"Associate Principal Scientist, Pharmacogenomics",$63K-$127K,"AstraZeneca
3.9",3.9,"Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",63,127,95,MD
Data Scientist - Systems Engineering,$50K-$89K,"MITRE
3.2",3.2,"Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",50,89,69.5,MA
Data Engineer,$43K-$86K,"Guidepoint
3.2",3.2,"New York, NY",501 - 1000 ,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Coleman Research, AlphaSights, Third Bridge",43,86,64.5,NY
"Scientist, Bacteriology",$74K-$149K,"Cerus Corporation
2.1",2.1,"Concord, CA",201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,74,149,111.5,CA
Data Scientist,$71K-$124K,"Strategic Financial Solutions
4.0",4,"New York, NY",501 - 1000 ,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,"National Debt Relief, Freedom Financial Network",71,124,97.5,NY
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K,"Takeda Pharmaceuticals
3.7",3.7,"OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",113,196,154.5,MA
Senior Research Scientist-Machine Learning,$81K-$167K,"Software Engineering Institute
2.6",2.6,"Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,81,167,124,PA
Data Scientist,$69K-$121K,"Remedy BPCI Partners, LLC.
3.4",3.4,"Norwalk, CT",201 - 500 ,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Healthfirst (New York), naviHealth",69,121,95,NY
Senior Data Scientist,$97K-$160K,"Maven Wave Partners
4.4",4.4,"Chicago, IL",201 - 500 ,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,97,160,128.5,IL
Principal Data Scientist,$150K-$238K,"The Climate Corporation
3.2",3.2,"San Francisco, CA",501 - 1000 ,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Granular, Intuit, John Deere",150,238,194,CA
Data Scientist,$77K-$132K,"Crossix Solutions
3.5",3.5,"New York, NY",201 - 500 ,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,77,132,104.5,NY
Clinical Laboratory Scientist,$24-$39,"Vail Health
3.7",3.7,"Vail, CO",501 - 1000 ,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,49,81,65,CO
Data Engineer - Consultant (Charlotte Based),$59K-$112K,"Clarity Insights
4.2",4.2,"Chicago, IL",201 - 500 ,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,59,112,85.5,NC
"Data Analyst 1, full-time contract worker for up to 12 months",$35K-$65K,"The Church of Jesus Christ of Latter-day Saints
4.2",4.2,"Salt Lake City, UT",10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,35,65,50,UT
Data Engineer,$79K-$147K,"NCSOFT
3.1",3.1,"Seoul, South Korea",1001 - 5000 ,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",79,147,113,CA
"Scientist, Immuno-Oncology",$62K-$119K,"GSK
3.9",3.9,"Brentford, United Kingdom",10000+ ,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",62,119,90.5,MA
Senior Data Scientist,$119K-$187K,"Factual
4.3",4.3,"Los Angeles, CA",51 - 200 ,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Foursquare,119,187,153,CA
Products Data Analyst II,$90K-$157K,"TriNet
3.3",3.3,"Dublin, CA",1001 - 5000 ,1988,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Paychex, Insperity, ADP",90,157,123.5,CA
Lead Data Analyst,$32K-$62K,"Signpost
3.9",3.9,"New York, NY",201 - 500 ,2010,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1,32,62,47,NY
Analytics Manager - Data Mart,$42K-$86K,"Central California Alliance for Health
3.5",3.5,"Scotts Valley, CA",501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,42,86,64,CA
Data Science Engineer - Mobile,$116K-$208K,"Adobe
4.0",4,"San Jose, CA",10000+ ,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Apple, Microsoft",116,208,162,CA
Senior Data Scientist - R&D Oncology,$102K-$172K,"AstraZeneca
3.9",3.9,"Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",102,172,137,NY
Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K,"Pilot Flying J Travel Centers LLC
3.0",3,"Knoxville, TN",10000+ ,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",69,127,98,TN
Data Scientist,$86K-$144K,"Swiss Re
3.7",3.7,"Zurich, Switzerland",10000+ ,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",86,144,115,NY
Senior Data Scientist,$102K-$165K,"Sartorius
3.5",3.5,"Gottingen, Germany",5001 - 10000 ,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,102,165,133.5,CO
Data Engineer,$74K-$124K,"Pinnacol Assurance
4.0",4,"Denver, CO",501 - 1000 ,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,74,124,99,CO
Food Scientist - Developer,$40K-$68K,"Palermo's Pizza
3.3",3.3,"Milwaukee, WI",501 - 1000 ,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,40,68,54,WI
Senior Data Engineer,$76K-$142K,"Equian LLC
3.2",3.2,"Indianapolis, IN",1001 - 5000 ,2004,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,76,142,109,TN
Data Engineer,$76K-$142K,"MetroStar Systems
3.4",3.4,"Reston, VA",201 - 500 ,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,76,142,109,MD
Senior Data Scientist,$108K-$171K,"MathWorks
4.4",4.4,"Natick, MA",1001 - 5000 ,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,108,171,139.5,MA
"Director II, Data Science - GRM Actuarial",$202K-$306K,"Liberty Mutual Insurance
3.3",3.3,"Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",202,306,254,IL
Machine Learning Engineer,$91K-$159K,"Information Builders
3.2",3.2,"New York, NY",1001 - 5000 ,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Qlik, Tableau Software, Informatica",91,159,125,NY
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",$80K-$133K,"Novartis
3.8",3.8,"Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,80,133,106.5,MA
"Scientist, Molecular/Cellular Biologist",$49K-$97K,"Audentes Therapeutics
2.9",2.9,"San Francisco, CA",201 - 500 ,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",49,97,73,CA
Staff Scientist-Downstream Process Development,$49K-$113K,"Advanced BioScience Laboratories
2.7",2.7,"Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,49,113,81,MD
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34,"Beebe Healthcare
3.6",3.6,"Lewes, DE",1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,43,70,56.5,DE
Scientist - Analytical Services,$65K-$134K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,65,134,99.5,NC
Associate Data Analyst- Graduate Development Program,$32K-$59K,"National Interstate
3.3",3.3,"Richfield, OH",501 - 1000 ,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,32,59,45.5,OH
IT Associate Data Analyst,$39K-$69K,"The Hanover Insurance Group
3.7",3.7,"Worcester, MA",5001 - 10000 ,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,39,69,54,MA
Sr. Data Engineer,$87K-$158K,"Moser Consulting
4.5",4.5,"Indianapolis, IN",51 - 200 ,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,87,158,122.5,IN
Clinical Data Analyst,$27K-$48K,"Greenway Health
3.0",3,"Tampa, FL",1001 - 5000 ,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"eClinicalWorks, NextGen Healthcare, athenahealth",27,48,37.5,FL
Business Data Analyst,$36K-$71K,"Fareportal
3.8",3.8,"New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",36,71,53.5,NY
Senior Insurance Data Scientist,$107K-$173K,"TransUnion
3.9",3.9,"Chicago, IL",5001 - 10000 ,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,107,173,140,IL
Senior Data Science Systems Engineer,$56K-$99K,"MITRE
3.2",3.2,"Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",56,99,77.5,VA
ENVIRONMENTAL ENGINEER/SCIENTIST,Employer,"Mcphail Associates
3.3",3.3,"Cambridge, MA",Jan-50,1976,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,52,58,55,MA
Senior Scientist - Regulatory Submissions,$80K-$155K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,80,155,117.5,NC
Scientist - Biomarker and Flow Cytometry,$43K-$98K,"Crown Bioscience
2.4",2.4,"San Diego, CA",501 - 1000 ,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,43,98,70.5,CA
"Associate Scientist, LC/MS Biologics",$44K-$96K,"Q2 Solutions
2.9",2.9,"Morrisville, NC",1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,44,96,70,NY
Revenue Analytics Manager,$45K-$78K,"HOVER
4.8",4.8,"San Francisco, CA",51 - 200 ,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,45,78,61.5,CA
Sr. Scientist Method Development,$50K-$110K,"Q2 Solutions
2.9",2.9,"Morrisville, NC",1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,50,110,80,GA
Data Scientist,$60K-$99K,"Oversight Systems
4.7",4.7,"Atlanta, GA",51 - 200 ,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,60,99,79.5,GA
Data Scientist - Sales,$130K-$206K,"Confluent
4.7",4.7,"Mountain View, CA",501 - 1000 ,2014,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,130,206,168,CA
IT - Data Engineer II,$61K-$119K,"Arbella Insurance
3.4",3.4,"Quincy, MA",1001 - 5000 ,1988,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,61,119,90,MA
"Research Scientist, Immunology - Cancer Biology",Employer,Kronos Bio,-1,"San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,100,140,120,MA
Senior Data Analyst,$99K-$178K,"Life360
3.9",3.9,"San Francisco, CA",51 - 200 ,2008,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,99,178,138.5,CA
"Principal, Data Science - Advanced Analytics",$86K-$137K,"IQVIA
3.6",3.6,"Durham, NC",10000+ ,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"PPD, INC Research, PRA Health Sciences",86,137,111.5,PA
Data Science Project Manager,$37K-$100K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,37,100,68.5,MA
"Sr Scientist, Immuno-Oncology - Oncology",$58K-$111K,"GSK
3.9",3.9,"Brentford, United Kingdom",10000+ ,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",58,111,84.5,MA
Senior Data Engineer,$72K-$133K,"Eventbrite
4.4",4.4,"San Francisco, CA",1001 - 5000 ,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",72,133,102.5,TN
"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K,"Software Engineering Institute
2.6",2.6,"Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,56,91,73.5,PA
Research Scientist – Security and Privacy,$61K-$126K,"Riverside Research Institute
3.6",3.6,"Arlington, VA",501 - 1000 ,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),-1,61,126,93.5,OH
Data Science Manager,$95K-$160K,"Numeric, LLC
3.2",3.2,"Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,95,160,127.5,PA
Data Analyst 2 (Missionary Department),$53K-$91K,"The Church of Jesus Christ of Latter-day Saints
4.2",4.2,"Salt Lake City, UT",10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,53,91,72,UT
"Enterprise Architect, Data",$101K-$158K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,101,158,129.5,MA
Supply Chain Data Analyst,$33K-$61K,"Icon Health and Fitness
3.1",3.1,"Logan, UT",1001 - 5000 ,1977,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),"Life Fitness, Brooks Running, Under Armour",33,61,47,UT
Data Engineer - ETL,$44K-$86K,"Shipt
3.8",3.8,"Birmingham, AL",501 - 1000 ,2014,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,-1,44,86,65,AL
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K,"Associated Banc-Corp
3.8",3.8,"Green Bay, WI",1001 - 5000 ,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",43,77,60,WI
"Senior Manager, Epidemiologic Data Scientist",$125K-$210K,"Pfizer
4.0",4,"New York, NY",10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,125,210,167.5,NY
"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K,"Fareportal
3.8",3.8,"New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",44,86,65,NY
Senior Data Analyst,$69K-$119K,"Novetta
4.0",4,"Mc Lean, VA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",69,119,94,VA
Senior Data Analyst,$65K-$110K,"Moda Operandi
1.9",1.9,"New York, NY",201 - 500 ,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",65,110,87.5,NY
Senior Data Engineer,$67K-$127K,"Novetta
4.0",4,"Mc Lean, VA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",67,127,97,VA
Senior Data Engineer,$78K-$147K,"Genesys
4.3",4.3,"Daly City, CA",5001 - 10000 ,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",78,147,112.5,NC
Data Modeler (Analytical Systems),$66K-$117K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,66,117,91.5,MA
Data Modeler - Data Solutions Engineer,$37K-$66K,"Liberty Mutual Insurance
3.3",3.3,"Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",37,66,51.5,IN
Data Scientist in Translational Medicine,$86K-$143K,"Novartis
3.8",3.8,"Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,86,143,114.5,MA
Data Scientist,$84K-$146K,"USEReady
4.3",4.3,"New York, NY",201 - 500 ,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,84,146,115,NY
Product Manager/Data Evangelist,$50K-$98K,"Numeric, LLC
3.2",3.2,"Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,50,98,74,PA
Associate Environmental Scientist - Wildlife Biologist,$38K-$64K,"QK
4.7",4.7,"Visalia, CA",51 - 200 ,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,38,64,51,CA
Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer,"Tivity Health
3.4",3.4,"Franklin, TN",501 - 1000 ,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,90,110,100,AZ
"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",$92K-$150K,"Novartis
3.8",3.8,"Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,92,150,121,MA
Senior Data Analyst/Scientist,$90K-$153K,"Demandbase
4.5",4.5,"San Francisco, CA",201 - 500 ,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",90,153,121.5,CA
"Associate, Data Science, Internal Audit",$43K-$82K,"Santander
3.1",3.1,"Madrid, Spain",10000+ ,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,43,82,62.5,MA
"Scientist – Cancer Discovery, Molecular Assay",Employer,Monte Rosa Therapeutics,-1,-1,unknown,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,100,135,117.5,MA
Senior LiDAR Data Scientist,$93K-$151K,"Luminar Technologies
3.9",3.9,"Orlando, FL",201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,93,151,122,FL
Data Engineer,$61K-$109K,"BRMi
4.4",4.4,"Washington, DC",51 - 200 ,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,61,109,85,VA
Data Engineer,$42K-$79K,"IntraEdge
3.4",3.4,"Chandler, AZ",501 - 1000 ,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,42,79,60.5,AZ
Lead Data Scientist,$139K-$221K,"Zest AI
3.9",3.9,"Burbank, CA",51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,139,221,180,CA
"Technology-Minded, Data Professional Opportunities",$40K-$101K,"Veterans United Home Loans
4.7",4.7,"Columbia, MO",1001 - 5000 ,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,40,101,70.5,MO
Big Data Engineer,$84K-$153K,"Peraton
3.3",3.3,"Herndon, VA",1001 - 5000 ,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,84,153,118.5,VA
Salesforce Analytics Consultant,$52K-$81K,"Emtec, Inc.
3.9",3.9,"Jacksonville, FL",501 - 1000 ,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,52,81,66.5,IL
Managing Data Scientist/ML Engineer,$81K-$134K,"PA Consulting
3.4",3.4,"London, United Kingdom",1001 - 5000 ,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",81,134,107.5,MA
Senior Data Engineer,$97K-$180K,"Praetorian
4.7",4.7,"Austin, TX",51 - 200 ,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,97,180,138.5,TX
Staff Scientist- Upstream PD,$49K-$113K,"Advanced BioScience Laboratories
2.7",2.7,"Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,49,113,81,MD
Data Engineering Analyst,$44K-$73K,"COUNTRY Financial
3.8",3.8,"Bloomington, IL",1001 - 5000 ,1925,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),"Northwestern Mutual, American Family Insurance, MetLife",44,73,58.5,IL
Sr. Data Engineer,$75K-$140K,"Echo Global Logistics
3.4",3.4,"Chicago, IL",1001 - 5000 ,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",75,140,107.5,IL
"Scientist, Pharmacometrics",$84K-$157K,"Agios Pharmaceuticals
3.8",3.8,"Cambridge, MA",501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,84,157,120.5,MA
Manager of Data Science,$40K-$87K,"Tapjoy
3.9",3.9,"San Francisco, CA",201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",40,87,63.5,CA
Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,68,139,103.5,KY
Software Engineer (Data Scientist/Software Engineer) - SISW - MG,$72K-$142K,"Mentor Graphics
4.1",4.1,"Wilsonville, OR",5001 - 10000 ,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",72,142,107,CA
Data Engineer,$74K-$137K,"Maxar Technologies
3.7",3.7,"Westminster, CO",5001 - 10000 ,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,74,137,105.5,VA
Data Engineer,$57K-$109K,"ICW Group
2.8",2.8,"San Diego, CA",501 - 1000 ,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",57,109,83,CA
Lead Big Data Engineer,$121K-$203K,"Glassdoor
4.0",4,"Mill Valley, CA",1001 - 5000 ,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",121,203,162,CA
Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K,"Esri
3.5",3.5,"Redlands, CA",1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,52,85,68.5,CA
Sr Software Engineer (Data Scientist),$81K-$140K,"Assurant
3.4",3.4,"New York, NY",10000+ ,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",81,140,110.5,OH
