Year,Hobbyist,Income,Country,EdLevel,Employment,JobSat,OrgSize,UndergradMajor,YearsCodePro,Data scientist or machine learning specialist,Database administrator
2017,"Yes, I program as a hobby",72000,United States,some college,Employed full-time,7,"5,000 to 9,999 employees",Computer science,5,0,1
2017,No,23703.7037,Poland,Bachelor's degree,Employed full-time,3,"10,000 or more employees",Computer science,3,0,1
2017,"Yes, I program as a hobby",52258.06452,France,Master's degree,Employed full-time,8,20 to 99 employees,Computer science,8,0,1
2017,"Yes, I program as a hobby",100000,United Kingdom,Primary/elementary school,Employed full-time,7,100 to 499 employees,,20,0,1
2017,"Yes, I program as a hobby",37500,United Kingdom,Bachelor's degree,Employed full-time,7,10 to 19 employees,Computer science,3,1,0
2017,"Yes, both",59139.78495,France,Master's degree,Employed full-time,7,"5,000 to 9,999 employees",Mathematics or statistics,6,1,0
2017,No,96774.19355,Netherlands,Master's degree,Employed full-time,8,2 to 9 employees,Another engineering discipline,17,1,0
2017,"Yes, I program as a hobby",964.1873278,Turkey,Bachelor's degree,Employed full-time,4,"10,000 or more employees",Information systems,5,1,0
2017,"Yes, both",48000,United States,some college,Employed full-time,9,"5,000 to 9,999 employees",Computer science,3,0,1
2017,"Yes, I program as a hobby",90750,United States,Bachelor's degree,Employed full-time,2,10 to 19 employees,Computer science,7,0,1
2017,"Yes, both",140000,United States,Bachelor's degree,Employed full-time,5,20 to 99 employees,Computer science,20,1,1
2017,"Yes, I program as a hobby",74574,United States,Bachelor's degree,Employed full-time,5,"1,000 to 4,999 employees",Computer engineering or electrical/electronics engineering,6,0,1
2017,No,27956.98925,Macedonia,Bachelor's degree,Employed full-time,7,100 to 499 employees,Computer engineering or electrical/electronics engineering,20,0,1
2017,No,11695.90643,Russian Federation,Master's degree,Employed full-time,10,10 to 19 employees,Computer science,13,0,1
2017,"Yes, I program as a hobby",36021.50538,France,Doctoral degree,Employed full-time,7,20 to 99 employees,Another engineering discipline,4,1,0
2017,No,65000,United States,Bachelor's degree,Employed full-time,10,"10,000 or more employees",Computer science,4,0,1
2017,No,90000,United States,Doctoral degree,Employed full-time,9,"10,000 or more employees",Social science,3,1,1
2017,"Yes, I program as a hobby",155000,United States,Bachelor's degree,Employed full-time,9,500 to 999 employees,Computer science,20,0,1
2017,"Yes, I program as a hobby",61483.25359,Norway,Bachelor's degree,Employed full-time,4,2 to 9 employees,Computer science,13,1,0
2017,"Yes, I program as a hobby",153000,United States,Bachelor's degree,Employed full-time,10,100 to 499 employees,Computer science,11,1,1
2017,"Yes, both",77419.35484,France,Master's degree,Employed full-time,9,20 to 99 employees,Computer engineering or electrical/electronics engineering,11,1,0
2017,"Yes, I program as a hobby",37634.4086,Ireland,Bachelor's degree,Employed full-time,7,20 to 99 employees,Computer science,5,0,1
2017,"Yes, both",13333.33333,Poland,some college,Employed full-time,9,"1,000 to 4,999 employees",Computer science,3,0,1
2017,"Yes, I contribute to open source projects",77174.78545,Iran,Master's degree,Employed full-time,9,10 to 19 employees,Computer science,15,1,1
2017,"Yes, I program as a hobby",52500,United Kingdom,Bachelor's degree,Employed full-time,10,100 to 499 employees,Computer programming or Web development,5,0,1
2017,"Yes, I program as a hobby",45454.54545,Canada,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Computer engineering or electrical/electronics engineering,8,1,0
2017,"Yes, I program as a hobby",135000,United States,Master's degree,Employed full-time,8,"5,000 to 9,999 employees",Natural science,19,1,1
2017,"Yes, both",43010.75269,Romania,Bachelor's degree,Employed full-time,9,10 to 19 employees,Computer engineering or electrical/electronics engineering,6,0,1
2017,"Yes, I program as a hobby",70000,United States,Bachelor's degree,Employed full-time,9,100 to 499 employees,Computer science,9,1,0
2017,"Yes, I program as a hobby",62500,United Kingdom,Master's degree,Employed full-time,9,10 to 19 employees,Computer science,4,1,0
2017,"Yes, I program as a hobby",52500,United Kingdom,Bachelor's degree,Employed full-time,8,100 to 499 employees,Computer science,5,1,0
2017,No,35483.87097,Netherlands,Bachelor's degree,Employed full-time,7,20 to 99 employees,Computer science,5,0,1
2017,"Yes, I program as a hobby",33333.33333,France,Master's degree,Employed full-time,2,"5,000 to 9,999 employees",Computer science,4,0,1
2017,"Yes, I contribute to open source projects",36962.36559,Finland,some college,Employed part-time,9,20 to 99 employees,Computer science,5,1,0
2017,"Yes, I contribute to open source projects",64516.12903,France,Doctoral degree,Employed full-time,7,"10,000 or more employees",Computer science,8,1,0
2017,"Yes, I program as a hobby",47500,United Kingdom,Doctoral degree,Employed full-time,9,2 to 9 employees,Natural science,6,1,0
2017,"Yes, I program as a hobby",19108.28025,Brazil,Bachelor's degree,Employed full-time,8,10 to 19 employees,Computer science,8,1,0
2017,No,32877.5,United Kingdom,Bachelor's degree,Employed full-time,9,20 to 99 employees,Computer science,4,0,1
2017,"Yes, I program as a hobby",75757.57576,Canada,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,10,1,0
2017,"Yes, both",58139.53488,China,Master's degree,Employed full-time,10,2 to 9 employees,Computer engineering or electrical/electronics engineering,7,0,1
2017,"Yes, I program as a hobby",160000,United States,Bachelor's degree,Employed full-time,8,100 to 499 employees,Information systems,8,0,1
2017,"Yes, I program as a hobby",28000,Bulgaria,Bachelor's degree,Employed full-time,10,2 to 9 employees,Computer engineering or electrical/electronics engineering,3,1,1
2017,"Yes, I program as a hobby",46875,United Kingdom,Master's degree,Employed full-time,9,2 to 9 employees,Computer science,6,0,1
2017,"Yes, both",45454.54545,Canada,Bachelor's degree,Employed full-time,8,100 to 499 employees,Computer science,5,1,0
2017,No,70000,United States,Bachelor's degree,Employed full-time,10,"10,000 or more employees",Information systems,18,1,0
2017,"Yes, I program as a hobby",26881.72043,Greece,Master's degree,Employed full-time,8,20 to 99 employees,Computer science,5,1,0
2017,"Yes, I contribute to open source projects",38709.67742,Germany,some college,Employed full-time,10,2 to 9 employees,Humanities,3,0,1
2017,No,80000,United States,Bachelor's degree,Employed full-time,6,"10,000 or more employees",Computer engineering or electrical/electronics engineering,4,1,0
2017,"Yes, I contribute to open source projects",50000,United Kingdom,Master's degree,Employed full-time,10,"10,000 or more employees",Social science,15,0,1
2017,"Yes, I contribute to open source projects",65610.85973,Sweden,Master's degree,Employed full-time,9,2 to 9 employees,Computer science,8,0,1
2017,"Yes, I program as a hobby",12030.07519,Russian Federation,some college,Employed full-time,4,10 to 19 employees,Computer science,4,1,0
2017,"Yes, I program as a hobby",150000,United States,Bachelor's degree,Employed full-time,6,2 to 9 employees,Computer science,20,1,0
2017,No,65000,United States,Bachelor's degree,Employed full-time,6,I don't know,Computer science,3,0,1
2017,No,98000,United States,Bachelor's degree,Employed full-time,6,"1,000 to 4,999 employees",Computer science,10,0,1
2017,"Yes, I program as a hobby",13948.02525,India,Bachelor's degree,Employed full-time,8,100 to 499 employees,Computer engineering or electrical/electronics engineering,6,0,1
2017,"Yes, both",53763.44086,Belgium,Bachelor's degree,Employed full-time,7,20 to 99 employees,Social science,19,0,1
2017,No,25806.45161,Slovenia,Secondary school,Employed full-time,7,20 to 99 employees,,11,1,0
2017,"Yes, I program as a hobby",120000,United States,some college,Employed full-time,10,"5,000 to 9,999 employees",I never declared a major,20,1,0
2017,"Yes, I program as a hobby",64516.12903,Germany,Bachelor's degree,Employed full-time,8,100 to 499 employees,Computer science,11,0,1
2017,"Yes, I program as a hobby",132000,United States,some college,Employed full-time,9,"10,000 or more employees",Mathematics or statistics,4,1,0
2017,"Yes, both",80000,United States,some college,Employed full-time,10,10 to 19 employees,Information systems,4,0,1
2017,"Yes, I program as a hobby",44086.02151,France,Master's degree,Employed full-time,5,"10,000 or more employees",Mathematics or statistics,2,1,0
2017,"Yes, I contribute to open source projects",105000,United States,some college,Employed full-time,8,20 to 99 employees,Computer science,6,0,1
2017,"Yes, I contribute to open source projects",75757.57576,Canada,Master's degree,Employed full-time,6,20 to 99 employees,Humanities,17,1,0
2017,"Yes, I program as a hobby",87121.21212,Canada,Bachelor's degree,Employed full-time,10,100 to 499 employees,Computer engineering or electrical/electronics engineering,15,0,1
2017,"Yes, I program as a hobby",66000,United States,Master's degree,Employed full-time,7,10 to 19 employees,Another engineering discipline,3,1,1
2017,No,81000,United States,Master's degree,Employed full-time,7,100 to 499 employees,Natural science,4,1,0
2017,"Yes, both",120000,United States,Bachelor's degree,Employed full-time,6,100 to 499 employees,Something else,20,0,1
2017,"Yes, I program as a hobby",36000,United States,Secondary school,Employed full-time,10,10 to 19 employees,,6,0,1
2017,No,135000,United States,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Computer science,20,1,0
2017,"Yes, both",17618.55821,India,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Computer science,3,1,0
2017,No,110000,United States,Master's degree,Employed full-time,6,10 to 19 employees,Computer science,9,1,0
2017,No,120000,United States,some college,Employed full-time,8,20 to 99 employees,Computer engineering or electrical/electronics engineering,15,0,1
2017,No,18918.91892,Bulgaria,Bachelor's degree,Employed part-time,8,20 to 99 employees,Computer science,6,1,0
2017,"Yes, I program as a hobby",12529.3657,Czech Republic,Bachelor's degree,Employed full-time,6,20 to 99 employees,Something else,2,1,0
2017,"Yes, I program as a hobby",45000,United States,Bachelor's degree,Employed full-time,5,2 to 9 employees,Computer programming or Web development,3,0,1
2017,"Yes, both",120000,United States,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,20,0,1
2017,"Yes, I program as a hobby",105600,United States,some college,Employed full-time,9,"10,000 or more employees",Computer science,5,0,1
2017,"Yes, I program as a hobby",143000,United States,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,6,1,0
2017,"Yes, I program as a hobby",65000,United States,Bachelor's degree,Employed full-time,4,20 to 99 employees,Mathematics or statistics,3,1,0
2017,"Yes, both",87000,United States,Secondary school,Employed full-time,8,500 to 999 employees,,15,0,1
2017,"Yes, both",53030.30303,Canada,Bachelor's degree,Employed full-time,7,500 to 999 employees,Computer science,16,1,1
2017,"Yes, I program as a hobby",39393.93939,Canada,Bachelor's degree,Employed full-time,9,20 to 99 employees,Computer science,6,1,1
2017,"Yes, I program as a hobby",110000,United States,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Computer engineering or electrical/electronics engineering,10,1,0
2017,"Yes, I program as a hobby",42424.24242,Canada,Bachelor's degree,Employed full-time,10,"10,000 or more employees",Computer programming or Web development,4,0,1
2017,"Yes, both",30000,United States,Bachelor's degree,Employed part-time,8,10 to 19 employees,Computer programming or Web development,3,0,1
2017,"Yes, I program as a hobby",5741.626794,Mexico,Bachelor's degree,Employed part-time,8,10 to 19 employees,Computer science,6,1,0
2017,"Yes, both",34408.60215,Spain,Secondary school,Employed full-time,6,20 to 99 employees,,10,0,1
2017,No,56818.18182,Canada,Bachelor's degree,Employed full-time,8,100 to 499 employees,Computer science,4,0,1
2017,"Yes, I program as a hobby",55000,United States,Bachelor's degree,Employed full-time,5,"1,000 to 4,999 employees",Computer science,5,0,1
2017,"Yes, I contribute to open source projects",140000,United States,Master's degree,Employed full-time,7,2 to 9 employees,Computer engineering or electrical/electronics engineering,20,1,0
2017,"Yes, I program as a hobby",145000,United States,Bachelor's degree,Employed full-time,7,"10,000 or more employees",Information systems,18,0,1
2017,No,93000,United States,Bachelor's degree,Employed full-time,9,100 to 499 employees,Computer science,10,0,1
2017,"Yes, I program as a hobby",56989.24731,Belgium,Master's degree,Employed full-time,7,20 to 99 employees,Computer science,12,0,1
2017,"Yes, both",10000,Lebanon,Bachelor's degree,Employed full-time,9,2 to 9 employees,Computer programming or Web development,1,1,0
2017,No,160000,Switzerland,Doctoral degree,Employed full-time,8,20 to 99 employees,Mathematics or statistics,20,0,1
2017,"Yes, I program as a hobby",49242.42424,Canada,some college,Employed full-time,6,"10,000 or more employees",Computer programming or Web development,4,0,1
2017,"Yes, I program as a hobby",47500,United States,Bachelor's degree,Employed full-time,9,10 to 19 employees,Computer science,3,0,1
2017,"Yes, I contribute to open source projects",53763.44086,Germany,Master's degree,Employed full-time,7,20 to 99 employees,Something else,8,0,1
2017,"Yes, both",702.5761124,Romania,Secondary school,Employed part-time,8,2 to 9 employees,,2,1,0
2017,"Yes, I contribute to open source projects",18125,United Kingdom,Master's degree,Employed full-time,9,"1,000 to 4,999 employees",Computer engineering or electrical/electronics engineering,4,1,0
2017,"Yes, I program as a hobby",180000,United States,Bachelor's degree,Employed full-time,5,"10,000 or more employees",Computer engineering or electrical/electronics engineering,20,0,1
